author_id,author_name,is_mod,is_sub,is_turbo,message,channel,timestamp,tag
144486873,sirtetris_,False,0,0,yes,kekbt,2020-11-06 13:35:34,
author_id,author_name,is_mod,is_sub,is_turbo,message,channel,timestamp,tag
144486873,sirtetris_,False,0,0,kek,kekbt,2020-11-06 13:35:47,
